topic;content
Meu relógio é à prova d’água?;O seu relógio possui resistência à água de 5 ATM. Isto lhe permite o uso diário, garantindo a resistência à submersão d’água de até 50m, tomar banho no chuveiro (água fria). Não recomendamos que aperte o botão lateral quando estiver com o relógio submerso.
Posso entrar no mar com meu relógio?;Você pode utilizar o seu relógio em água salgada. Recomendamos que após o uso na água salgada, lave o relógio em água doce corrente para retirar todo o sal que possa ter ficado no produto.
Posso nadar com meu relógio?;Com a resistência à água de 5ATM você pode praticar esportes em piscinas ou mar aberto. Não recomendamos que aperte o botão lateral com o relógio submerso. Lembre-se de lavar o relógio em água doce corrente após o uso em piscinas ou mares.
Posso tomar banho com meu relógio?;O relógio possui resistência de 5ATM (50 metros), com isso, você pode tomar banho com o seu relógio. Não recomendamos que o banho seja em águas muito quentes, o vapor da água pode prejudicar as colas internas do produto e com isso diminuir a resistência no longo prazo.
Posso lavar as mãos com meu relógio?;Você pode lavar as mãos enquanto usa seu relógio
O Mormaii Life Ultra possui monitoramento de sono?;Sim, o Mormaii Life Ultra possui a função de monitoramento de sono e para monitorar basta você conectar o relógio com o aplicativo e dormir com o relógio. Após finalizado o sono, basta sincronizar com o aplicativo para puxar os dados.
Como faço para monitorar meu sono?;Para monitorar seu sono basta dormir com seu Mormaii Life Ultra bem ajustado ao pulso. O relógio irá detectar automaticamente seu ciclo de sono e classificar em sono leve, REM ou sono profundo. O relógio também registrará os momentos em que você acordou durante a noite. Para enviar as informações para o aplicativo basta realizar a sincronização arrastando a tela de cima para baixo na tela inicial do aplicativo. O relógio precisa estar bem ajustado ao pulso para fazer a marcação corretamente.
Dormi com o relógio mas os dados de sono não foram registrados. O que devo fazer?;Você deve iniciar a sincronização arrastando a tela de cima para baixo na tela inicial do aplicativo e aguardar a finalização. Depois você pode consultar no atalho de ‘Sono’ da Tela Inicial. Caso ainda não mostre no aplicativo, verifique no relógio se os dados foram corretamente computados. Se também não possuir dados no relógio, verifique se dormiu com o relógio conectado corretamente no aplicativo e com o relógio bem ajustado ao pulso. Caso ainda encontre problemas nas noites seguintes, entre em contato conosco.
Como eu altero minha meta de sono?;Para alterar a sua meta de sono, basta acessar a tela de perfil (Tocando na sua foto da tela inicial do aplicativo) depois toque na opção de “Definir objetivos” e altere para o tempo desejado.
Meus passos do aplicativo não batem com o relógio, o que fazer?;"Para que os dados da tela inicial do aplicativo, do histórico e do relógio esteja sempre iguais, basta fazer sincronizações periódicas arrastando a tela inicial do aplicativo de cima para baixo. 

Ao finalizar a sincronização, os dados de passos do dia ficarão salvos no aplicativo e serão sincronizados com o servidor no final do dia atual, ou seja, caso durante o dia você desinstalar o aplicativo, desconectar o relógio forçadamente ou fizer o logout, os dados do dia serão perdidos no relógio e também no aplicativo."
Como salvo meus passos no aplicativo?;"Para salvar os dados de passos no aplicativo basta abrir o aplicativo e arrastar a tela de cima para baixo na tela inicial.

Ao finalizar a sincronização, os dados de passos do dia ficarão salvos no aplicativo e serão sincronizados com o servidor no final do dia atual, ou seja, caso durante o dia você desinstalar o aplicativo, desconectar o relógio forçadamente ou fizer o logout, os dados do dia serão perdidos no relógio e também no aplicativo."
Passos registrados mesmo sem andar, por guê?;"O sensor do relógio que conta os passos é ativado assim que você movimenta o braço e o relógio entende que você está se movimentando. 

Isso pode acontecer também em transportes, caso o movimento se assemelhe ao movimento de uma caminhada ou corrida. 

O monitoramento de passos é uma estimativa de movimento diário e os dados podem variar de acordo com o ambiente e o movimento gerado pelo pulso."
Como inicio um monitoramento de batimentos?;"Seus batimentos podem ser capturados de duas formas, a primeira é manualmente no relógio. Você consegue navegar até a tela de batimentos no relógio e aguardar a medição (essa medição não é enviada pro histórico do aplicativo). 

A segunda forma é utilizando o monitoramento automático, com essa função ativada, o seu relógio irá ler seus batimentos 24h por dia e com um intervalo de 5 minutos entre as medições. 

A função de batimento automática poderá ser acessada pela tela de dispositivo com a função de nome ""Batimento automático” ou pela tela de histórico de batimentos tocando no botão de engrenagem localizado no topo da tela ao lado do ícone de central de ajuda.

Mas atenção, com essa função automática ativada, a bateria do relógio será consumida mais rapidamente."
Por quanto tempo meu batimento é monitorado?;Após o monitoramento automático ser ativado, seus batimentos serão monitorados 24h por dia com um intervalo de 5 minutos entre as medições.
Como salvo meus batimentos no aplicativo?;"Para salvar os batimentos gerados automaticamente no aplicativo basta abrir o aplicativo e arrastar a tela de cima para baixo. Com isso, o aplicativo fará a sincronização e atualizará todos os dados na tela inicial e também no histórico.

Atenção: Os dados de batimentos ficam salvos no aplicativo e são enviados para o servidor a cada 1h, ou seja, caso você desconecte o relógio forçadamente, desinstale o aplicativo, resete o relógio ou faça logout no aplicativo, seus dados de batimentos da hora corrente poderão ser perdidos, mas não se preocupe pois os dados das horas anteriores já sincronizadas com o aplicativo continuarão salvos na sua conta e não serão perdidos."
Como inicio um monitoramento de oxigenação?;"Sua oxigenação pode ser capturada de duas formas, a primeira é manualmente no relógio. Você consegue navegar até a tela de Oxigenação no relógio e aguardar a medição. 

A segunda forma é utilizando o monitoramento automático, com essa função ativada, o seu relógio irá ler sua oxigenação 24h por dia e com um intervalo de 5 minutos entre as medições. 

A função de oxigenação automática poderá ser acessada pela tela de dispositivo com a função de nome ""Oxigenação” ou pela tela de histórico de oxigenação tocando no botão de engrenagem localizado no topo da tela ao lado do ícone de central de ajuda.

Mas atenção, com essa função automática ativada, a bateria do relógio será consumida mais rapidamente."
Como salvar os dados de Oxigenação no aplicativo.;Para salvar as oxigenações medidas no relógio manualmente ou automaticamente no aplicativo, basta  arrastar a tela inicial do relógio de cima para baixo. Com isso, o aplicativo fará a sincronização e atualizará todos os dados na tela inicial e também no histórico.
Quantos dados de oxigenação são armazenados no relógio?;Você consegue salvar no relógio as medições de oxigenação do dia atual.
Como eu ativo o monitoramento de estresse automático?;"Para ativar o monitoramento de estresse automático, siga os passos:

1- Na tela inicial do aplicativo, localize o atalho de ""Monitoramento de estresse”

2- Dentro da função, basta localizar a engrenagem localizada no canto superior direito da tela;

3- Ative o monitoramento automático e o lembrete de estresse excessivo, caso queira receber uma notificação do seu nível de estresse no período configurado.

A autonomia de bateria do seu relógio será afetada com esse monitoramento ativado."
O que é o monitoramento de estresse?;"Com esse monitoramento ativo, o relógio irá medir o seu nível de estresse diário, que será dividido nas seguintes zonas:

Alto: 80 a 99

Médio: 60 a 79

Baixo: 30 a 59

Relaxado: 1 a 29"
Para que serve o lembrete de estresse?;Você consegue configurar os dias e os períodos que deseja ser notificado. Com essa configuração feita, o relógio te avisará seu nível de estresse naquele momento caso esteja com um estresse maior que 60 naquele momento.
Como ativo o controle de música?;"Para ativar o controle de música basta abrir o aplicativo e acessar a função de controle de música na tela de ""Dispositivo”. Com a função ativa, basta iniciar uma reprodução pelo seu aplicativo preferido no seu celular e em seguida controlar a musica e o volume do celular pelo relógio."
Posso controlar as músicas durante um exercício?;Sim, a função de controle de música poderá ser encontrada na tela do exercício quando você arrasta da direita para a esquerda. A tela de controle de música só aparecerá caso você tenha habilitado na tela de dispositivo.
O controle de câmera não está funcionando, o que fazer?;Para garantir que tudo funcione direitinho, verifique se o relógio está conectado ao app e ao Bluetooth do seu celular. O relógio vai servir como um controle remoto para tirar fotos com a câmera do celular. Então, é só conectar o relógio, abrir a câmera do celular e usar o relógio para tirar a foto quando estiver pronto!
Como usar a função de controle de câmera?;Conecte o relógio corretamente com o bluetooth do celular e com o aplicativo e em seguida abra a câmera do seu celular e a função de controle de câmera no menu do relógio. Para disparar basta posicionar a câmera do celular corretamente e tocar no botão da tela do relógio.
Preciso conectar o relógio no bluetooth para usar a função de controle de câmera?;Sim! Você precisa conectar o relógio com o aplicativo e com o bluetooth do celular para utilizar a função de controle de câmera corretamente.
Como funciona o alerta de sedentarismo?;A função de lembrete foi projetada para incentivá-lo a levantar-se e movimentar-se durante o dia. O relógio enviará um lembrete 10 minutos antes do final de cada hora, dentro do período e intervalo configurados, para lembrá-lo de se movimentar. No entanto, você só será. notificado caso não tenha alcançando sua meta de passos para o dia, calculada com base na sua meta diária dividida pelo tempo de movimento desejado. Por exemplo, se sua meta diária é de 5000 passos e seu objetivo é de 12 horas de movimento, isso significa que você precisa dar 416 passos a cada hora para cumprir seus objetivos diários.
A meta de passos do alerta de sedentarismo tem a ver com a minha meta diária?;A sua meta diária de passos, que é configurada no seu perfil ou no momento da conexão com o relógio, serve como ponto de partida para calcular quantos passos você deve dar por hora com base no objetivo de tempo em movimento configurado. 
Posso enviar quantos mostradores para o relógio?;"Você consegue gerir a quantidade de mostradores do relógio pelo aplicativo. O relógio possui 2 mostradores fixos e você consegue enviar e excluir mostradores com base no espaço disponível no relógio. Caso você atinja o espaço disponível no relógio, basta excluir um mostradores no card de ""Mostradores do relógio” para enviar um novo."
Quero excluir um mostrador fixo, eu posso?;O relógio possui 5 mostradores de fábrica sendo 2 deles fixos que não podem ser excluídos.
Por que demora muito para sincronizar um mostrador?;"O Mostrador é baixado do nosso servidor para o seu celular e logo em seguida é enviado para o relógio. 

Essa ação de baixar o mostrador para o celular pode ser influenciada pela qualidade da internet que está utilizando. Já o envio pode demorar mais de acordo com a tecnologia bluetooth, tamanho de arquivo e possíveis interferências de sinal."
Os mostradores demoram carregar no aplicativo, por quê?;Sempre que você abre o aplicativo, os mostradores são buscados no nosso servidor e mostrado no aplicativo. A demora, pode ser causada pela qualidade da internet que esteja utilizando.
Como deletar um mostrador do relógio?;O relógio tem um espaço limitado para mostradores da galeria e customizado, com isso, caso você atinja o espaço disponível, você precisará excluir um mostrador do relógio para enviar um novo. Para isso, vá até o card de “mostradores do relógio” e em seguida toque na opção “Excluir mostrador do relógio” e pronto, agora você pode enviar um novo mostrador.
Quantos mostradores customizados posso ter no relógio;Você consegue ter 1 mostrador customizado no relógio por vez. Cada vez que você envia um novo mostrador pelo aplicativo, o mostrador anterior é substituído. Pelo aplicativo você consegue salvar até 3 fotos com configurações diferentes para enviar para o relógio sempre que quiser.
Quais configurações posso fazer em um mostrador customizado?;Para o mostrador customizado, você consegue alterar a foto com uma foto da sua galeria ou tirar uma foto na hora, alterar a posição da data e hora para os 4 cantos da tela e trocar a cor do relógio conforme desejar, existem diversas opções de cores disponíveis. Todas essas configurações são salvas quando você envia para o relógio e pose alterar ou excluir o mostrador sempre que quiser.
Não consigo enviar um mostrador pro relógio, o que fazer?;"Para isso, você precisa identificar a mensagem de erro que mostra na tela do aplicativo, veja alguns erros e possíveis soluções:

1- Caso a mensagem seja falta de espaço no relógio, você precisa excluir um mostrador do card “Mostradores do relógio” para conseguir enviar um mostrador customizado. Após excluir, tente enviar o mostrador novamente;

2- Bateria do relógio fraca - caso o relógio esteja com a bateria fraca, o envio do mostrador para o relógio pode falhar, então, carregue o relógio e tente novamente;

3- Internet instável - Como salvamos suas fotos no servidor para que você consiga acessá-las depois, caso sua internet esteja instável pode falhar o processo de envio do relógio. O mesmo pode acontecer caso exista interferência de sinal do sinal bluetooth;

4- Erro no servidor - Nosso servidor pode estar passando por manutenções ou instabilidades, nesse caso, aguarde um momento e tente novamente, caso o problema persista, entre em contato conosco."
Não consigo tirar uma foto para colocar no mostrador, o que fazer?;Para garantir que tudo funcione bem, confira se você deu permissão para usar a câmera. É fácil! Vá até as configurações do seu celular, encontre o Mormaii smartwatches e toque em permissões. Verifique se a opção de câmera está ativada. Se não estiver, é só permitir. Depois disso, feche e abra o aplicativo e tente tirar uma foto novamente.
Não consigo acessar meu álbum de fotos para selecionar uma foto para o mostrador, o que fazer?;Para garantir que tudo funcione bem, confira se você deu permissão para o aplicativo acessar seu álbum de fotos. É fácil! Vá até as configurações do seu celular, encontre o Mormaii smartwatches e toque em permissões. Verifique se a opção de álbum de fotos ou arquivos está ativada. Se não estiver, é só permitir. Depois disso, feche e abra o aplicativo e tente acessar o álbum para selecionar uma foto.
Informações técnicas do Life Ultra;"Medidas da caixa: 47.02mm 38.54mm 11.60mm

Tamanho da tela: 1.91”

Resolução da tela: 320px x 385px

Tecnologia do display: TFT-IPS

Material da pulseira: Silicone

Tamanho da bateria: 300mAh

Duração da bateria: Até 10 dias dependendo do uso

Tipo da bateria: Polímero de lítio

Tempo de carregamento: até 2h30

Processador: ATS3085L

Sensor de batimentos: VC9202

Material da caixa: Polímero 

Geração do bluetooth: 5.3

Resistência a água: 5ATM

Número Anatel: 00305-24-10771"
Consigo encontrar o relógio pelo aplicativo?;"Você pode visualizar no mapa a posição atual do relógio caso esteja conectado, ou pode ver a última localização caso ele tenha se desconectado do aplicativo. Na tela, serão exibidas informações como a data e hora da desconexão, juntamente com o endereço aproximado do local onde ocorreu a desconexão.

Obs.: A localização pode variar conforme o sinal GPS do celular e possíveis interferências de sinal no momento da desconexão."
Caso eu seja roubado, consigo acompanhar a localização do relógio em tempo real?;Caso você seja roubado ou furtado você só vai conseguir visualizar o local onde aconteceu o ocorrido. como o relógio não possui sinal de operadora e nem GPS em tempo real, não é possível acompanhar a localização exata do dispositivo quando ele não está conectado com o aplicativo.
Como funciona a função de encontrar relógio?;"O aplicativo irá registrar a localização atual do dispositivo quando estiver conectado e armazenará a última localização onde foi avistado caso o relógio esteja desconectado. No caso de possuir mais de um relógio, o aplicativo irá armazenar todas as unidades e a última localização onde cada uma foi desconectada.

É importante lembrar que, mesmo que você esteja com o relógio, se ele não estiver conectado ao aplicativo, este só exibirá a localização em tempo real do relógio que estiver conectado naquele momento."
"O que significa o ""Visto por ultimo” da tela de encontrar relógio?";"O visto por último mostra a data e hora em que o relógio perdeu a conexão com o aplicativo, além de mostrar no mapa a posição em que o relógio foi visto pela última vez e o endereço abaixo.

Caso o relógio esteja conectado, o visto por último mostrará que o relógio está conectado."
Como prolongar o tempo de bateria do relógio;"O relógio foi testado para durar até 10 dias de uso com uma carga. Esse teste foi seguindo os cenários abaixo:

**Uso regular diário / 10 dias**

Monitoramento de batimentos 24h por dia ativado;

Receber até 5 ligações por dia com o relógio vibrando por até 45 segundos em cada ligação;

2 alarmes por dia com o relógio vibrando até 45 segundos em cada alarme;

3 sincronizações de dados por dia com o aplicativo;

Levantar o pulso para ligar a tela 50 vezes por dia com até 10 segundos de tela ligada por vez;

Até 50 notificações de redes sociais por dia.

**Uso médio / 6 dias**

Monitoramento de batimentos 24h por dia ativado;

Receber até 10 ligações por dia com o relógio vibrando por até 45 segundos em cada ligação;

2 alarmes por dia com o relógio vibrando até 45 segundos em cada alarme;

3 sincronizações de dados por dia com o aplicativo;

Levantar o pulso para ligar a tela 140 vezes por dia com até 10 segundos de tela ligada por vez;

Iniciar um exercício de até 15 min por dia;

Até 50 notificações de redes sociais por dia.

Cada usuário possui um tipo de uso e utiliza funções diferentes, então, o tempo de uso total com uma carga pode variar de acordo com as funções utilidades e frequência de utilização. As funções que mais consomem bateria são: Exercícios, monitoramentos automáticos (batimentos, estresse, oxigenação e sono), Tempo de tela ligada, notificações de mensagens, brilho da tela e lembretes do relógio. Por padrão, todos os monitoramentos e recursos do relógio vem ligados, por isso, caso não utilize alguma função e queira desligar, basta acessar a tela de “Dispositivo” e configurar de acordo com o seu uso."
Diferença de tempo de exercício, por que isso acontece?;As atividades que utilizam o mapa podem apresentar até 5 segundos de diferença entre o app Mormaii e Strava no registro de tempo total do exercício. Isso se dá pois o aplicativo Strava, utiliza os dados de geolocalização para fazer o seu próprio cálculo do tempo total do exercício e não considera os dados de tempo do nosso aplicativo. Esta pequena diferença é normal e não irá afetar os demais dados do exercício, como calorias, distancia e quilometragem.
Quais modalidades o meu relógio consegue monitorar?;"Você pode monitorar diretamente pelo seu relógio 100 exercícios podendo escolher até 12 para estar no relógio como acesso rápido, os exercícios disponíveis são:

- Corrida (GPS)
- Corrida esteira
- Caminhada (GPS)
- Caminhada esteira
- Trilha (GPS)
- Bike (GPS)
- Spinning
- Tecido acrobático
- Natação na piscina
- Natação no mar
- Yoga
- Pilates
- Dança
- Remo
- Elíptico
- Cross Training
- SUP
- HIIT
- Core
- Alongamento
- Academia
- Aeróbico
- Slackline
- Abdominal
- Capoeira
- Jazz
- Barra
- Krav Magá
- Agachamentos
- Luta livre
- Treino funcional
- Zumba
- Boxe
- Artes marciais
- Tai Chi
- Taekwondo
- Karatê
- Judô
- Esgrima
- Arco e flecha
- Ginástica
- Levantamento de peso
- Barras paralelas
- Vôlei
- Arremesso de peso
- Boliche
- Tênis
- Tênis de mesa
- Golfe
- Futebol
- Basquete
- Beach tênis
- Frescobol
- Hóquei
- Futebol americano
- Squash
- Softball
- Handball
- Altinha
- Beisebol
- Futsal
- Nado sincronizado
- Muai Thay
- Sapateado
- Break dance
- Balé
- Atletismo
- Escalada
- Pular corda
- Peteca
- Dardos
- Hipismo
- Simulador de escada
- Bocha
- Pesca
- Foil Surfing
- Jiu Jitsu
- Patinação
- Snowboard
- Esqui
- Marcha atlética
- Funcional na praia
- Corrida com obstáculos
- Outros (GPS)
- Pole dance
- Surfe
- Vela
- Windsurf
- Caiaque
- Wakeboard
- Vôlei de praia
- Motocross
- Kickboxe
- Kung Fu
- Montanhismo
- Skate
- Rapel
- Futvôlei
- Parkour
- Mountain bike"
Como realizo o monitoramento de um exercício?;"Para realizar o monitoramento de um exercício, com seu relógio conectado corretamente ao aplicativo, acesse a aba “Exercícios” do aplicativo e selecione a modalidade desejada. Em seguida defina uma meta ou toque no botão de “Iniciar sem definir meta”.
Ao encerrar o exercício, você deve sincronizar os dados do relógio com o aplicativo. 

Você também pode iniciar o exercício diretamente pelo seu relógio e faze-lo sem estar conectado com o celular durante o exercício. Ao finalizar o exercício pelo relógio, abra o aplicativo e faça a sincronização para ver todos os dados dele no histórico.
ATENÇÃO: Para o funcionamento correto do exercício iniciado pelo aplicativo, é necessário manter o aplicativo aberto, mesmo que em segundo plano, e seu relógio deve permanecer conectado durante todo o exercício. Caso a conexão seja perdida ou o aplicativo fechado, alguns dados podem não ser registrados ou podem apresentar menor precisão."
O relógio tem GPS integrado?;Sim! com o GPS integrado, você consegue iniciar a atividade pelo relógio e dispensa o uso do celular durante o exercício. As atividades que possuem o selo “GPS” você consegue capturar o percurso e a distância com a precisão do sistema de GPS e com suporte a 5 satélites.
Como defino as metas para meus exercícios?;"Ao iniciar um monitoramento de exercício pelo aplicativo ou pelo relógio, é possível definir uma meta.
As metas podem ser de distância (ex: correr 5km), de tempo (ex: correr por 30min) ou de caloria (ex: correr até queimar 500kcal). Só é possível escolher uma meta por exercício. Para exercícios que não possuem distância, você só poderá escolher entre a meta de calorias ou de tempo.
Quando a meta for alcançada, você receberá uma notificação em seu celular ou no relógio lhe avisando.
ATENÇÃO: Para o funcionamento correto do exercício iniciado pelo aplicativo, é necessário manter o aplicativo aberto, mesmo que em segundo plano, e seu relógio deve permanecer conectado durante todo o exercício. Caso a conexão seja perdida ou o aplicativo fechado, alguns dados podem não ser registrados ou podem apresentar menor precisão."
Posso fazer um exercício sem levar o celular comigo?;"Sim, você pode iniciar qualquer exercício diretamente pelo relógio sem precisar estar conectado ou carregar o celular durante a atividade. Ao finalizar o exercício, basta abrir o aplicativo e sincronizar para salvar o registro no seu histórico.

Para iniciar um exercício que não esteja no relógio, acesse a tela de exercícios, toque na engrenagem no canto superior direito ou vá até a tela dispositivo e selecione ""Exercício no relógio"". Você pode escolher até 12 opções de exercício para acesso rápido no relógio."
Como salvar um exercício no aplicativo?;"Sempre que quiser que um exercício seja enviado para o aplicativo, você precisa fazer a sincronização de dados.

Para isso é simples: o aplicativo faz sincronizações automáticas frequentes e, além disso, você consegue fazer a sincronização manual arrastando a tela inicial de cima para baixo."
Como atualizar o GPS?;Caso o relógio solicite a atualização do GPS, você pode fazer a sincronização na tela inicial do aplicativo ou fazer a atualização manual tocando no botão “Atualizar GPS” no menu dispositivo.
Meu relógio é à prova d’água?;O Mormaii Life Ultra GPS possui resistência à água de 5 ATM, o que permite seu uso diário com submersão em água de até 50 metros e banhos de chuveiro com água fria. Não recomendamos apertar o botão lateral enquanto o relógio estiver submerso.
Posso entrar no mar com meu relógio?;Você pode utilizar o seu Mormaii Life Ultra GPS em água salgada. No entanto, após o uso, recomendamos lavar o relógio em água doce corrente para remover todo o sal residual do produto.
Posso nadar com meu relógio?;Com a resistência à água de 5 ATM, você pode praticar esportes em piscinas ou mar aberto. Entretanto, não recomendamos apertar o botão lateral enquanto o relógio estiver submerso. Após o uso em piscinas ou mares, lembre-se de lavar o relógio em água doce corrente.
Posso tomar banho com meu relógio?;O Mormaii Life Ultra GPS possui resistência de 5 ATM (50 metros), permitindo que você tome banho com o relógio. No entanto, não recomendamos banhos com água muito quente, pois o vapor pode danificar as colas internas do produto e reduzir sua resistência à água ao longo do tempo.
Posso lavar as mãos com meu relógio?;Sim, você pode lavar as mãos enquanto usa seu Mormaii Life Ultra GPS.
O Mormaii Life Ultra GPS possui monitoramento de sono?;Sim, o Mormaii Life Ultra GPS possui monitoramento de sono. Para utilizar essa função, basta conectar o relógio ao aplicativo e dormir com ele bem ajustado ao pulso. Depois de acordar, sincronize o relógio com o aplicativo para visualizar os dados do seu sono.
Como faço para monitorar meu sono?;Para monitorar seu sono, basta dormir com seu Mormaii Life Ultra GPS bem ajustado ao pulso. O relógio detectará automaticamente seu ciclo de sono, classificando-o em sono leve, REM ou sono profundo. Ele também registrará os momentos em que você acordou durante a noite. Para enviar as informações ao aplicativo, realize a sincronização arrastando a tela inicial de cima para baixo. Lembre-se: o relógio precisa estar bem ajustado ao pulso para fazer a marcação correta.
Dormi com o relógio mas os dados de sono não foram registrados. O que devo fazer?;"Para sincronizar os dados de sono, arraste a tela de cima para baixo na tela inicial do aplicativo e aguarde a conclusão. Depois, acesse o atalho **""**Sono**""** na Tela Inicial para conferir as informações.

Se os dados não aparecerem no aplicativo, siga estas etapas:

1. Verifique no relógio se os dados foram registrados corretamente.
2. Caso os dados também não estejam no relógio, certifique-se de que dormiu com o dispositivo devidamente conectado ao aplicativo e ajustado corretamente ao pulso."
Como eu altero minha meta de sono?;Para alterar a sua meta de sono, basta acessar a tela de perfil (Tocando na sua foto da tela inicial do aplicativo) depois toque na opção de “Definir objetivos” e altere para o tempo desejado.
Meus passos do aplicativo não batem com o relógio, o que fazer?;"Para garantir que os dados de passos no aplicativo, no histórico e no relógio sejam sempre os mesmos, faça sincronizações periódicas arrastando a tela inicial do aplicativo de cima para baixo.

Após a sincronização, os passos do dia serão salvos no aplicativo e enviados ao servidor no final do dia. Porém, se você desinstalar o aplicativo, desconectar o relógio forçadamente ou fizer logout antes desse processo, os dados do dia poderão ser perdidos tanto no relógio quanto no aplicativo."
Como salvo meus passos no aplicativo?;"Para salvar os dados de passos, abra o aplicativo e deslize a tela de cima para baixo na tela inicial. Isso iniciará a sincronização dos dados.

Importante:

Após a sincronização, os dados de passos do dia serão salvos no aplicativo e automaticamente sincronizados com o servidor ao final do dia. No entanto, se durante o dia você:

- Desinstalar o aplicativo,
- Desconectar o relógio manualmente, ou
- Fazer logout,

os dados coletados até o momento serão perdidos tanto no relógio quanto no aplicativo."
Passos registrados mesmo sem andar, por guê?;"O sensor do relógio é ativado automaticamente quando você movimenta o braço, identificando que você está em movimento.

**Observação importante:**

Em algumas situações, como durante viagens em transportes (ônibus, carro, trem, etc.), o relógio pode registrar passos caso o movimento do seu braço seja semelhante ao de uma caminhada ou corrida.

Lembre-se de que o monitoramento de passos é uma estimativa baseada no movimento diário. Por isso, os dados podem variar dependendo do ambiente e da intensidade dos movimentos do seu pulso."
Como inicio um monitoramento de batimentos?;"Seus batimentos cardíacos podem ser medidos de duas formas:

1. Medição manual:
    
    No relógio, navegue até a tela de batimentos cardíacos e aguarde a medição.
    
    *Observação:* Essa medição manual não é enviada para o histórico do aplicativo.
    
2. Monitoramento automático:
    
    Com essa função ativada, o relógio mede seus batimentos cardíacos 24 horas por dia, com intervalos de 5 minutos entre as medições.
    
    Como ativar o monitoramento automático:
    
    - Acesse a tela do dispositivo e procure pela função ""Batimento automático"".
    - Ou, na tela de histórico de batimentos, toque no ícone de engrenagem localizado no canto superior, ao lado do ícone de central de ajuda.
    
    **Atenção:**
    
    O monitoramento automático consome mais bateria, reduzindo a autonomia do relógio."
Por quanto tempo meu batimento é monitorado?;Após o monitoramento automático ser ativado, seus batimentos serão monitorados 24h por dia com um intervalo de 5 minutos entre as medições.
Como salvo meus batimentos no aplicativo?;"Para salvar os batimentos cardíacos capturados automaticamente, abra o aplicativo e deslize a tela de cima para baixo. Isso iniciará a sincronização, atualizando os dados na tela inicial e no histórico.

Atenção:

Os dados de batimentos são salvos no aplicativo e enviados ao servidor a cada 1 hora. Portanto, se você:

- Desconectar o relógio manualmente,
- Desinstalar o aplicativo,
- Resetar o relógio, ou
- Fazer logout no aplicativo,

os dados da hora corrente (não sincronizados) poderão ser perdidos. No entanto, os dados das horas anteriores, já sincronizados com o aplicativo, permanecerão salvos em sua conta e não serão afetados."
Como eu ativo o monitoramento de estresse automático?;"Para ativar o monitoramento de estresse automático, siga os passos:

1- Na tela inicial do aplicativo, localize o atalho de ""Monitoramento de estresse”

2- Dentro da função, basta localizar a engrenagem localizada no canto superior direito da tela;

3- Ative o monitoramento automático e o lembrete de estresse excessivo, caso queira receber uma notificação do seu nível de estresse no período configurado.

A autonomia de bateria do seu relógio será afetada com esse monitoramento ativado."
O que é o monitoramento de estresse?;"Com esse monitoramento ativo, o relógio irá medir o seu nível de estresse diário, que será dividido nas seguintes zonas:

Alto: 80 a 99

Médio: 60 a 79

Baixo: 30 a 59

Relaxado: 1 a 29"
Para que serve o lembrete de estresse?;Você pode personalizar os dias e os horários em que deseja receber notificações sobre seu nível de estresse. Após configurar, o relógio irá alertá-lo sempre que detectar um nível de estresse acima de 60 no momento.
Como sincronizo o clima no relógio?;Assim que você conecta o relógio com o aplicativo, todas as informações de clima são automaticamente atualizadas no relógio.
O clima do relógio está diferente do celular, por quê?;"Utilizamos o serviço de clima da accuweather, ou seja, todas as informações relacionadas a clima, são puxadas desse serviço.

Caso o serviço que o aplicativo do seu celular utilize seja outro, possivelmente as informações serão ligeiramente diferentes.

Lembre-se que para manter os dados de clima sempre atualizados, você precisa entrar no aplicativo durante o dia e aguardar a sincronização ser finalizada."
O clima sincroniza automaticamente no relógio todos os dias?;A informação de clima é atualizada automaticamente assim que você entra no aplicativo. Caso você não entre no aplicativo, essa informação ficará desatualizada.
Preciso de internet para sincronizar o clima?;Sim! Como utilizamos um serviço de clima para captar essas informações, você precisa que seu celular esteja conectado a internet para que as informações sejam enviadas para o relógio quando você fizer a sincronização.
Como ativo o controle de música?;"Para ativar o controle de música basta abrir o aplicativo e acessar a função de controle de música na tela de ""Dispositivo”. Com a função ativa, basta iniciar uma reprodução pelo seu aplicativo preferido no seu celular e em seguida controlar a musica e o volume do celular pelo relógio.

Você também consegue ouvir a música do seu relógio pela caixa de som do relógio, para isso, basta acessar a função de música pelo relógio e tocar no ícone de celular e trocar a opção para “Ouvir no relógio”"
Posso controlar as músicas durante um exercício?;Sim, a função de controle de música poderá ser encontrada na tela do exercício quando você arrasta da direita para a esquerda. A tela de controle de música só aparecerá caso você tenha habilitado na tela de dispositivo.
O controle de câmera não está funcionando, o que fazer?;Para garantir que tudo funcione direitinho, verifique se o relógio está conectado ao app e ao Bluetooth do seu celular. O relógio vai servir como um controle remoto para tirar fotos com a câmera do celular. Então, é só conectar o relógio, abrir a câmera do celular e usar o relógio para tirar a foto quando estiver pronto!
Como usar a função de controle de câmera?;Conecte o relógio corretamente com o bluetooth do celular e com o aplicativo e em seguida abra a câmera do seu celular e a função de controle de câmera no menu do relógio. Para disparar basta posicionar a câmera do celular corretamente e tocar no botão da tela do relógio.
Preciso conectar o relógio no bluetooth para usar a função de controle de câmera?;Sim! Você precisa conectar o relógio com o aplicativo e com o Bluetooth do celular para utilizar a função de controle de câmera corretamente.
